Datetime,Open,High,Low,Close,Volume
2024-01-01 17:00:00,18065.659431,18069.374679,18060.086559,18062.209558,1131
2024-01-01 17:03:00,18063.005682,18066.190181,18061.944183,18065.394056,260
2024-01-01 17:06:00,18065.659431,18069.905429,18062.740307,18067.78243,331
2024-01-01 17:09:00,18068.578554,18074.151427,18067.78243,18073.355302,373
2024-01-01 17:12:00,18073.886052,18073.886052,18069.374679,18072.824552,277
2024-01-01 17:15:00,18072.824552,18077.6013,18072.559177,18077.07055,267
2024-01-01 17:18:00,18076.5398,18077.866675,18074.416801,18074.416801,209
2024-01-01 17:21:00,18075.212926,18079.724299,18073.886052,18079.458924,182
2024-01-01 17:24:00,18079.458924,18084.766421,18078.662799,18082.378047,275
2024-01-01 17:27:00,18082.643422,18083.970297,18079.724299,18080.785798,212
2024-01-01 17:30:00,18080.785798,18083.970297,18079.989674,18082.643422,156
2024-01-01 17:33:00,18082.112673,18082.908797,18077.866675,18078.662799,169
2024-01-01 17:36:00,18078.662799,18079.724299,18077.335925,18079.724299,107
2024-01-01 17:39:00,18079.458924,18081.051173,18077.866675,18078.397424,222
2024-01-01 17:42:00,18078.397424,18079.193549,18074.947551,18074.947551,151
2024-01-01 17:45:00,18074.682176,18076.805175,18074.682176,18076.5398,75
2024-01-01 17:48:00,18076.5398,18076.805175,18074.416801,18076.274425,74
2024-01-01 17:51:00,18076.5398,18078.397424,18074.682176,18078.397424,85
2024-01-01 17:54:00,18078.397424,18078.397424,18077.335925,18077.6013,43
2024-01-01 17:57:00,18077.6013,18077.6013,18076.5398,18076.805175,34
2024-01-01 18:00:00,18077.335925,18078.13205,18074.947551,18075.478301,163
2024-01-01 18:03:00,18075.743676,18077.335925,18075.212926,18075.212926,90
2024-01-01 18:06:00,18075.212926,18076.009051,18074.416801,18075.743676,76
2024-01-01 18:09:00,18075.743676,18076.805175,18075.478301,18075.743676,68
2024-01-01 18:12:00,18075.478301,18075.743676,18073.620677,18074.682176,109
2024-01-01 18:15:00,18074.682176,18075.743676,18073.886052,18073.886052,63
2024-01-01 18:18:00,18074.151427,18074.151427,18071.497678,18072.559177,117
2024-01-01 18:21:00,18072.559177,18072.559177,18070.966928,18070.966928,104
2024-01-01 18:24:00,18070.966928,18072.559177,18069.374679,18069.640054,151
2024-01-01 18:27:00,18069.640054,18069.640054,18065.128681,18066.455555,281
2024-01-01 18:30:00,18066.455555,18066.72093,18065.128681,18066.455555,95
2024-01-01 18:33:00,18066.455555,18072.028428,18066.190181,18071.497678,166
2024-01-01 18:36:00,18071.232303,18074.682176,18071.232303,18074.416801,161
2024-01-01 18:39:00,18073.886052,18074.682176,18070.701553,18070.966928,137
2024-01-01 18:42:00,18070.701553,18073.620677,18070.701553,18073.089927,81
2024-01-01 18:45:00,18073.355302,18074.151427,18071.497678,18071.763053,104
2024-01-01 18:48:00,18071.763053,18074.416801,18071.763053,18073.355302,82
2024-01-01 18:51:00,18073.355302,18074.416801,18073.355302,18074.151427,62
2024-01-01 18:54:00,18074.416801,18074.682176,18073.089927,18073.886052,58
2024-01-01 18:57:00,18074.151427,18075.212926,18072.824552,18074.151427,102
2024-01-01 19:00:00,18073.886052,18079.458924,18073.355302,18079.193549,278
2024-01-01 19:03:00,18079.193549,18086.35867,18078.928174,18085.562546,574
2024-01-01 19:06:00,18085.827921,18086.35867,18081.316548,18081.581923,324
2024-01-01 19:09:00,18081.581923,18081.581923,18078.662799,18079.458924,258
2024-01-01 19:12:00,18079.458924,18079.724299,18076.009051,18076.5398,222
2024-01-01 19:15:00,18076.805175,18082.643422,18076.805175,18082.378047,319
2024-01-01 19:18:00,18082.643422,18084.235671,18080.255048,18080.255048,222
2024-01-01 19:21:00,18079.989674,18081.051173,18078.928174,18079.989674,168
2024-01-01 19:24:00,18080.255048,18081.316548,18078.928174,18079.989674,129
2024-01-01 19:27:00,18079.193549,18079.724299,18073.886052,18076.5398,170
2024-01-01 19:30:00,18076.274425,18078.928174,18075.743676,18077.07055,153
2024-01-01 19:33:00,18076.5398,18076.5398,18070.966928,18072.028428,241
2024-01-01 19:36:00,18072.293802,18073.355302,18069.374679,18069.640054,275
2024-01-01 19:39:00,18069.640054,18069.640054,18061.413433,18061.678808,417
2024-01-01 19:42:00,18061.678808,18062.474932,18056.90206,18061.148058,496
2024-01-01 19:45:00,18061.413433,18069.374679,18061.413433,18062.740307,436
2024-01-01 19:48:00,18062.740307,18063.536432,18060.086559,18060.086559,149
2024-01-01 19:51:00,18060.086559,18065.394056,18060.086559,18063.801807,181
2024-01-01 19:54:00,18063.536432,18064.863306,18062.209558,18062.209558,144
2024-01-01 19:57:00,18062.209558,18063.271057,18060.351933,18060.882683,99
2024-01-01 20:00:00,18060.882683,18064.863306,18060.086559,18063.801807,212
2024-01-01 20:03:00,18064.067182,18065.659431,18062.209558,18065.128681,155
2024-01-01 20:06:00,18064.863306,18065.128681,18063.005682,18063.801807,168
2024-01-01 20:09:00,18063.801807,18065.659431,18063.005682,18063.801807,100
2024-01-01 20:12:00,18063.271057,18064.332556,18062.740307,18063.005682,115
2024-01-01 20:15:00,18063.536432,18063.536432,18059.821184,18062.740307,186
2024-01-01 20:18:00,18062.474932,18062.474932,18058.759684,18059.821184,137
2024-01-01 20:21:00,18060.086559,18062.474932,18058.494309,18058.494309,217
2024-01-01 20:24:00,18058.759684,18061.148058,18057.96356,18060.882683,149
2024-01-01 20:27:00,18060.882683,18060.882683,18056.37131,18057.698185,257
2024-01-01 20:30:00,18057.96356,18059.290434,18054.513686,18058.494309,240
2024-01-01 20:33:00,18058.759684,18059.555809,18056.90206,18058.494309,137
2024-01-01 20:36:00,18058.494309,18059.025059,18053.186812,18053.452187,152
2024-01-01 20:39:00,18052.921437,18057.43281,18052.390687,18055.840561,240
2024-01-01 20:42:00,18056.90206,18058.228935,18056.105936,18057.167435,130
2024-01-01 20:45:00,18057.167435,18057.698185,18055.840561,18057.167435,86
2024-01-01 20:48:00,18057.167435,18057.167435,18055.840561,18055.840561,119
2024-01-01 20:51:00,18056.37131,18056.37131,18046.55244,18047.61394,446
2024-01-01 20:54:00,18047.348565,18052.390687,18047.08319,18051.859938,163
2024-01-01 20:57:00,18051.859938,18054.779061,18051.859938,18054.248312,132
2024-01-01 21:00:00,18054.248312,18056.636685,18054.248312,18056.636685,139
2024-01-01 21:03:00,18056.105936,18056.105936,18054.248312,18054.513686,93
2024-01-01 21:06:00,18055.044436,18056.105936,18054.513686,18055.575186,98
2024-01-01 21:09:00,18055.840561,18059.290434,18055.840561,18057.96356,133
2024-01-01 21:12:00,18057.698185,18058.759684,18056.90206,18057.698185,82
2024-01-01 21:15:00,18057.698185,18058.228935,18056.37131,18056.37131,94
2024-01-01 21:18:00,18056.37131,18056.37131,18052.125313,18052.921437,184
2024-01-01 21:21:00,18052.390687,18052.921437,18050.798438,18051.329188,109
2024-01-01 21:24:00,18051.329188,18053.186812,18050.267689,18052.921437,112
2024-01-01 21:27:00,18052.390687,18056.105936,18052.125313,18055.044436,86
2024-01-01 21:30:00,18055.309811,18056.37131,18053.717562,18055.309811,82
2024-01-01 21:33:00,18054.513686,18055.044436,18053.186812,18053.186812,55
2024-01-01 21:36:00,18052.921437,18052.921437,18049.206189,18049.206189,107
2024-01-01 21:39:00,18048.940814,18052.125313,18048.675439,18051.063813,81
2024-01-01 21:42:00,18051.063813,18053.982937,18050.798438,18053.717562,43
2024-01-01 21:45:00,18053.717562,18055.840561,18053.452187,18054.248312,80
2024-01-01 21:48:00,18054.779061,18054.779061,18051.063813,18051.063813,99
2024-01-01 21:51:00,18051.063813,18051.594563,18047.879315,18048.675439,182
2024-01-01 21:54:00,18048.675439,18051.329188,18048.675439,18050.798438,82
2024-01-01 21:57:00,18050.798438,18053.717562,18050.798438,18053.452187,83
2024-01-01 22:00:00,18053.186812,18053.186812,18048.940814,18050.533063,155
2024-01-01 22:03:00,18050.533063,18050.798438,18049.471564,18050.267689,45
2024-01-01 22:06:00,18050.267689,18051.594563,18050.267689,18050.533063,56
2024-01-01 22:09:00,18050.533063,18051.594563,18050.533063,18051.329188,40
2024-01-01 22:12:00,18051.063813,18053.982937,18051.063813,18053.982937,72
2024-01-01 22:15:00,18054.248312,18054.779061,18053.186812,18053.452187,46
2024-01-01 22:18:00,18053.717562,18053.982937,18052.125313,18052.921437,80
2024-01-01 22:21:00,18053.186812,18053.452187,18051.329188,18052.921437,68
2024-01-01 22:24:00,18052.921437,18053.982937,18052.921437,18053.452187,34
2024-01-01 22:27:00,18053.186812,18053.982937,18052.656062,18053.717562,31
2024-01-01 22:30:00,18053.982937,18054.779061,18053.186812,18054.248312,87
2024-01-01 22:33:00,18054.779061,18057.43281,18054.779061,18057.167435,111
2024-01-01 22:36:00,18057.167435,18059.290434,18055.840561,18058.759684,238
2024-01-01 22:39:00,18058.494309,18059.290434,18057.698185,18059.025059,99
2024-01-01 22:42:00,18058.759684,18059.290434,18055.309811,18055.840561,103
2024-01-01 22:45:00,18055.309811,18057.698185,18054.779061,18056.636685,65
